出发城市	到达城市	经济联系强度	人口联系强度	土地利用联系强度	经济结构相似性	人口结构相似性	土地利用结构相似性
宣城市	盐城市	0	0	0	0	0	0
宣城市	扬州市	0	0	0	0	0	0
宣城市	镇江市	0	0	0	0	0	0
宣城市	泰州市	0	0	0	0	0	0
宣城市	杭州市	0	0	0	0	0	0
宣城市	宁波市	0	0	0	0	0	0
宣城市	嘉兴市	0	0	0	0	0	0
宣城市	湖州市	0	0	0	0	0	0
宣城市	绍兴市	0	0	0	0	0	0
宣城市	金华市	0	0	0	0	0	0
宣城市	舟山市	0	0	0	0	0	0
宣城市	台州市	0	0	0	0	0	0
宣城市	合肥市	0	0	0	0	0	0
宣城市	芜湖市	0	0	0	0	0	0
宣城市	马鞍山市	0	0	0	0	0	0
宣城市	铜陵市	0	0	0	0	0	0
宣城市	安庆市	0	0	0	0	0	0
宣城市	滁州市	0	0	0	0	0	0
宣城市	池州市	0	0	0	0	0	0
上海市	南京市	0	0	0	0	0	0
上海市	无锡市	0	0	0	0	0	0
上海市	常州市	0	0	0	0	0	0
上海市	苏州市	0	0	0	0	0	0
上海市	南通市	0	0	0	0	0	0
上海市	盐城市	0	0	0	0	0	0
上海市	扬州市	0	0	0	0	0	0
上海市	镇江市	0	0	0	0	0	0
上海市	泰州市	0	0	0	0	0	0
上海市	杭州市	0	0	0	0	0	0
上海市	宁波市	0	0	0	0	0	0
上海市	嘉兴市	0	0	0	0	0	0
上海市	湖州市	0	0	0	0	0	0
上海市	绍兴市	0	0	0	0	0	0
上海市	金华市	0	0	0	0	0	0
上海市	舟山市	0	0	0	0	0	0
上海市	台州市	0	0	0	0	0	0
上海市	合肥市	0	0	0	0	0	0
上海市	芜湖市	0	0	0	0	0	0
上海市	马鞍山市	0	0	0	0	0	0
上海市	铜陵市	0	0	0	0	0	0
上海市	安庆市	0	0	0	0	0	0
上海市	滁州市	0	0	0	0	0	0
上海市	池州市	0	0	0	0	0	0
上海市	宣城市	0	0	0	0	0	0
南京市	上海市	0	0	0	0	0	0
南京市	无锡市	0	0	0	0	0	0
南京市	常州市	0	0	0	0	0	0
南京市	苏州市	0	0	0	0	0	0
南京市	南通市	0	0	0	0	0	0
南京市	盐城市	0	0	0	0	0	0
南京市	扬州市	0	0	0	0	0	0
南京市	镇江市	0	0	0	0	0	0
南京市	泰州市	0	0	0	0	0	0
南京市	杭州市	0	0	0	0	0	0
南京市	宁波市	0	0	0	0	0	0
南京市	嘉兴市	0	0	0	0	0	0
南京市	湖州市	0	0	0	0	0	0
南京市	绍兴市	0	0	0	0	0	0
南京市	金华市	0	0	0	0	0	0
南京市	舟山市	0	0	0	0	0	0
南京市	台州市	0	0	0	0	0	0
南京市	合肥市	0	0	0	0	0	0
南京市	芜湖市	0	0	0	0	0	0
南京市	马鞍山市	0	0	0	0	0	0
南京市	铜陵市	0	0	0	0	0	0
南京市	安庆市	0	0	0	0	0	0
南京市	滁州市	0	0	0	0	0	0
南京市	池州市	0	0	0	0	0	0
南京市	宣城市	0	0	0	0	0	0
无锡市	上海市	0	0	0	0	0	0
无锡市	南京市	0	0	0	0	0	0
无锡市	常州市	0	0	0	0	0	0
无锡市	苏州市	0	0	0	0	0	0
无锡市	南通市	0	0	0	0	0	0
无锡市	盐城市	0	0	0	0	0	0
无锡市	扬州市	0	0	0	0	0	0
无锡市	镇江市	0	0	0	0	0	0
无锡市	泰州市	0	0	0	0	0	0
无锡市	杭州市	0	0	0	0	0	0
无锡市	宁波市	0	0	0	0	0	0
无锡市	嘉兴市	0	0	0	0	0	0
无锡市	湖州市	0	0	0	0	0	0
无锡市	绍兴市	0	0	0	0	0	0
无锡市	金华市	0	0	0	0	0	0
无锡市	舟山市	0	0	0	0	0	0
无锡市	台州市	0	0	0	0	0	0
无锡市	合肥市	0	0	0	0	0	0
无锡市	芜湖市	0	0	0	0	0	0
无锡市	马鞍山市	0	0	0	0	0	0
无锡市	铜陵市	0	0	0	0	0	0
无锡市	安庆市	0	0	0	0	0	0
无锡市	滁州市	0	0	0	0	0	0
无锡市	池州市	0	0	0	0	0	0
无锡市	宣城市	0	0	0	0	0	0
常州市	上海市	0	0	0	0	0	0
常州市	南京市	0	0	0	0	0	0
常州市	无锡市	0	0	0	0	0	0
常州市	苏州市	0	0	0	0	0	0
常州市	南通市	0	0	0	0	0	0
常州市	盐城市	0	0	0	0	0	0
常州市	扬州市	0	0	0	0	0	0
常州市	镇江市	0	0	0	0	0	0
常州市	泰州市	0	0	0	0	0	0
常州市	杭州市	0	0	0	0	0	0
常州市	宁波市	0	0	0	0	0	0
常州市	嘉兴市	0	0	0	0	0	0
常州市	湖州市	0	0	0	0	0	0
常州市	绍兴市	0	0	0	0	0	0
常州市	金华市	0	0	0	0	0	0
常州市	舟山市	0	0	0	0	0	0
常州市	台州市	0	0	0	0	0	0
常州市	合肥市	0	0	0	0	0	0
常州市	芜湖市	0	0	0	0	0	0
常州市	马鞍山市	0	0	0	0	0	0
常州市	铜陵市	0	0	0	0	0	0
常州市	安庆市	0	0	0	0	0	0
常州市	滁州市	0	0	0	0	0	0
常州市	池州市	0	0	0	0	0	0
常州市	宣城市	0	0	0	0	0	0
苏州市	上海市	0	0	0	0	0	0
苏州市	南京市	0	0	0	0	0	0
苏州市	无锡市	0	0	0	0	0	0
苏州市	常州市	0	0	0	0	0	0
苏州市	南通市	0	0	0	0	0	0
苏州市	盐城市	0	0	0	0	0	0
苏州市	扬州市	0	0	0	0	0	0
苏州市	镇江市	0	0	0	0	0	0
苏州市	泰州市	0	0	0	0	0	0
苏州市	杭州市	0	0	0	0	0	0
苏州市	宁波市	0	0	0	0	0	0
苏州市	嘉兴市	0	0	0	0	0	0
苏州市	湖州市	0	0	0	0	0	0
苏州市	绍兴市	0	0	0	0	0	0
苏州市	金华市	0	0	0	0	0	0
苏州市	舟山市	0	0	0	0	0	0
苏州市	台州市	0	0	0	0	0	0
苏州市	合肥市	0	0	0	0	0	0
苏州市	芜湖市	0	0	0	0	0	0
苏州市	马鞍山市	0	0	0	0	0	0
苏州市	铜陵市	0	0	0	0	0	0
苏州市	安庆市	0	0	0	0	0	0
苏州市	滁州市	0	0	0	0	0	0
苏州市	池州市	0	0	0	0	0	0
苏州市	宣城市	0	0	0	0	0	0
南通市	上海市	0	0	0	0	0	0
南通市	南京市	0	0	0	0	0	0
南通市	无锡市	0	0	0	0	0	0
南通市	常州市	0	0	0	0	0	0
南通市	苏州市	0	0	0	0	0	0
南通市	盐城市	0	0	0	0	0	0
南通市	扬州市	0	0	0	0	0	0
南通市	镇江市	0	0	0	0	0	0
南通市	泰州市	0	0	0	0	0	0
南通市	杭州市	0	0	0	0	0	0
南通市	宁波市	0	0	0	0	0	0
南通市	嘉兴市	0	0	0	0	0	0
南通市	湖州市	0	0	0	0	0	0
南通市	绍兴市	0	0	0	0	0	0
南通市	金华市	0	0	0	0	0	0
南通市	舟山市	0	0	0	0	0	0
南通市	台州市	0	0	0	0	0	0
南通市	合肥市	0	0	0	0	0	0
南通市	芜湖市	0	0	0	0	0	0
南通市	马鞍山市	0	0	0	0	0	0
南通市	铜陵市	0	0	0	0	0	0
南通市	安庆市	0	0	0	0	0	0
南通市	滁州市	0	0	0	0	0	0
南通市	池州市	0	0	0	0	0	0
南通市	宣城市	0	0	0	0	0	0
盐城市	上海市	0	0	0	0	0	0
盐城市	南京市	0	0	0	0	0	0
盐城市	无锡市	0	0	0	0	0	0
盐城市	常州市	0	0	0	0	0	0
盐城市	苏州市	0	0	0	0	0	0
盐城市	南通市	0	0	0	0	0	0
盐城市	扬州市	0	0	0	0	0	0
盐城市	镇江市	0	0	0	0	0	0
盐城市	泰州市	0	0	0	0	0	0
盐城市	杭州市	0	0	0	0	0	0
盐城市	宁波市	0	0	0	0	0	0
盐城市	嘉兴市	0	0	0	0	0	0
盐城市	湖州市	0	0	0	0	0	0
盐城市	绍兴市	0	0	0	0	0	0
盐城市	金华市	0	0	0	0	0	0
盐城市	舟山市	0	0	0	0	0	0
盐城市	台州市	0	0	0	0	0	0
盐城市	合肥市	0	0	0	0	0	0
盐城市	芜湖市	0	0	0	0	0	0
盐城市	马鞍山市	0	0	0	0	0	0
盐城市	铜陵市	0	0	0	0	0	0
盐城市	安庆市	0	0	0	0	0	0
盐城市	滁州市	0	0	0	0	0	0
盐城市	池州市	0	0	0	0	0	0
盐城市	宣城市	0	0	0	0	0	0
扬州市	上海市	0	0	0	0	0	0
扬州市	南京市	0	0	0	0	0	0
扬州市	无锡市	0	0	0	0	0	0
扬州市	常州市	0	0	0	0	0	0
扬州市	苏州市	0	0	0	0	0	0
扬州市	南通市	0	0	0	0	0	0
扬州市	盐城市	0	0	0	0	0	0
扬州市	镇江市	0	0	0	0	0	0
扬州市	泰州市	0	0	0	0	0	0
扬州市	杭州市	0	0	0	0	0	0
扬州市	宁波市	0	0	0	0	0	0
扬州市	嘉兴市	0	0	0	0	0	0
扬州市	湖州市	0	0	0	0	0	0
扬州市	绍兴市	0	0	0	0	0	0
扬州市	金华市	0	0	0	0	0	0
扬州市	舟山市	0	0	0	0	0	0
扬州市	台州市	0	0	0	0	0	0
扬州市	合肥市	0	0	0	0	0	0
扬州市	芜湖市	0	0	0	0	0	0
扬州市	马鞍山市	0	0	0	0	0	0
扬州市	铜陵市	0	0	0	0	0	0
扬州市	安庆市	0	0	0	0	0	0
扬州市	滁州市	0	0	0	0	0	0
扬州市	池州市	0	0	0	0	0	0
扬州市	宣城市	0	0	0	0	0	0
镇江市	上海市	0	0	0	0	0	0
镇江市	南京市	0	0	0	0	0	0
镇江市	无锡市	0	0	0	0	0	0
镇江市	常州市	0	0	0	0	0	0
镇江市	苏州市	0	0	0	0	0	0
镇江市	南通市	0	0	0	0	0	0
镇江市	盐城市	0	0	0	0	0	0
镇江市	扬州市	0	0	0	0	0	0
镇江市	泰州市	0	0	0	0	0	0
镇江市	杭州市	0	0	0	0	0	0
镇江市	宁波市	0	0	0	0	0	0
镇江市	嘉兴市	0	0	0	0	0	0
镇江市	湖州市	0	0	0	0	0	0
镇江市	绍兴市	0	0	0	0	0	0
镇江市	金华市	0	0	0	0	0	0
镇江市	舟山市	0	0	0	0	0	0
镇江市	台州市	0	0	0	0	0	0
镇江市	合肥市	0	0	0	0	0	0
镇江市	芜湖市	0	0	0	0	0	0
镇江市	马鞍山市	0	0	0	0	0	0
镇江市	铜陵市	0	0	0	0	0	0
镇江市	安庆市	0	0	0	0	0	0
镇江市	滁州市	0	0	0	0	0	0
镇江市	池州市	0	0	0	0	0	0
镇江市	宣城市	0	0	0	0	0	0
泰州市	上海市	0	0	0	0	0	0
泰州市	南京市	0	0	0	0	0	0
泰州市	无锡市	0	0	0	0	0	0
泰州市	常州市	0	0	0	0	0	0
泰州市	苏州市	0	0	0	0	0	0
泰州市	南通市	0	0	0	0	0	0
泰州市	盐城市	0	0	0	0	0	0
泰州市	扬州市	0	0	0	0	0	0
泰州市	镇江市	0	0	0	0	0	0
泰州市	杭州市	0	0	0	0	0	0
泰州市	宁波市	0	0	0	0	0	0
泰州市	嘉兴市	0	0	0	0	0	0
泰州市	湖州市	0	0	0	0	0	0
泰州市	绍兴市	0	0	0	0	0	0
泰州市	金华市	0	0	0	0	0	0
泰州市	舟山市	0	0	0	0	0	0
泰州市	台州市	0	0	0	0	0	0
泰州市	合肥市	0	0	0	0	0	0
泰州市	芜湖市	0	0	0	0	0	0
泰州市	马鞍山市	0	0	0	0	0	0
泰州市	铜陵市	0	0	0	0	0	0
泰州市	安庆市	0	0	0	0	0	0
泰州市	滁州市	0	0	0	0	0	0
泰州市	池州市	0	0	0	0	0	0
泰州市	宣城市	0	0	0	0	0	0
杭州市	上海市	0	0	0	0	0	0
杭州市	南京市	0	0	0	0	0	0
杭州市	无锡市	0	0	0	0	0	0
杭州市	常州市	0	0	0	0	0	0
杭州市	苏州市	0	0	0	0	0	0
杭州市	南通市	0	0	0	0	0	0
杭州市	盐城市	0	0	0	0	0	0
杭州市	扬州市	0	0	0	0	0	0
杭州市	镇江市	0	0	0	0	0	0
杭州市	泰州市	0	0	0	0	0	0
杭州市	宁波市	0	0	0	0	0	0
杭州市	嘉兴市	0	0	0	0	0	0
杭州市	湖州市	0	0	0	0	0	0
杭州市	绍兴市	0	0	0	0	0	0
杭州市	金华市	0	0	0	0	0	0
杭州市	舟山市	0	0	0	0	0	0
杭州市	台州市	0	0	0	0	0	0
杭州市	合肥市	0	0	0	0	0	0
杭州市	芜湖市	0	0	0	0	0	0
杭州市	马鞍山市	0	0	0	0	0	0
杭州市	铜陵市	0	0	0	0	0	0
杭州市	安庆市	0	0	0	0	0	0
杭州市	滁州市	0	0	0	0	0	0
杭州市	池州市	0	0	0	0	0	0
杭州市	宣城市	0	0	0	0	0	0
宁波市	上海市	0	0	0	0	0	0
宁波市	南京市	0	0	0	0	0	0
宁波市	无锡市	0	0	0	0	0	0
宁波市	常州市	0	0	0	0	0	0
宁波市	苏州市	0	0	0	0	0	0
宁波市	南通市	0	0	0	0	0	0
宁波市	盐城市	0	0	0	0	0	0
宁波市	扬州市	0	0	0	0	0	0
宁波市	镇江市	0	0	0	0	0	0
宁波市	泰州市	0	0	0	0	0	0
宁波市	杭州市	0	0	0	0	0	0
宁波市	嘉兴市	0	0	0	0	0	0
宁波市	湖州市	0	0	0	0	0	0
宁波市	绍兴市	0	0	0	0	0	0
宁波市	金华市	0	0	0	0	0	0
宁波市	舟山市	0	0	0	0	0	0
宁波市	台州市	0	0	0	0	0	0
宁波市	合肥市	0	0	0	0	0	0
宁波市	芜湖市	0	0	0	0	0	0
宁波市	马鞍山市	0	0	0	0	0	0
宁波市	铜陵市	0	0	0	0	0	0
宁波市	安庆市	0	0	0	0	0	0
宁波市	滁州市	0	0	0	0	0	0
宁波市	池州市	0	0	0	0	0	0
宁波市	宣城市	0	0	0	0	0	0
嘉兴市	上海市	0	0	0	0	0	0
嘉兴市	南京市	0	0	0	0	0	0
嘉兴市	无锡市	0	0	0	0	0	0
嘉兴市	常州市	0	0	0	0	0	0
嘉兴市	苏州市	0	0	0	0	0	0
嘉兴市	南通市	0	0	0	0	0	0
嘉兴市	盐城市	0	0	0	0	0	0
嘉兴市	扬州市	0	0	0	0	0	0
嘉兴市	镇江市	0	0	0	0	0	0
嘉兴市	泰州市	0	0	0	0	0	0
嘉兴市	杭州市	0	0	0	0	0	0
嘉兴市	宁波市	0	0	0	0	0	0
嘉兴市	湖州市	0	0	0	0	0	0
嘉兴市	绍兴市	0	0	0	0	0	0
嘉兴市	金华市	0	0	0	0	0	0
嘉兴市	舟山市	0	0	0	0	0	0
嘉兴市	台州市	0	0	0	0	0	0
嘉兴市	合肥市	0	0	0	0	0	0
嘉兴市	芜湖市	0	0	0	0	0	0
嘉兴市	马鞍山市	0	0	0	0	0	0
嘉兴市	铜陵市	0	0	0	0	0	0
嘉兴市	安庆市	0	0	0	0	0	0
嘉兴市	滁州市	0	0	0	0	0	0
嘉兴市	池州市	0	0	0	0	0	0
嘉兴市	宣城市	0	0	0	0	0	0
湖州市	上海市	0	0	0	0	0	0
湖州市	南京市	0	0	0	0	0	0
湖州市	无锡市	0	0	0	0	0	0
湖州市	常州市	0	0	0	0	0	0
湖州市	苏州市	0	0	0	0	0	0
湖州市	南通市	0	0	0	0	0	0
湖州市	盐城市	0	0	0	0	0	0
湖州市	扬州市	0	0	0	0	0	0
湖州市	镇江市	0	0	0	0	0	0
湖州市	泰州市	0	0	0	0	0	0
湖州市	杭州市	0	0	0	0	0	0
湖州市	宁波市	0	0	0	0	0	0
湖州市	嘉兴市	0	0	0	0	0	0
湖州市	绍兴市	0	0	0	0	0	0
湖州市	金华市	0	0	0	0	0	0
湖州市	舟山市	0	0	0	0	0	0
湖州市	台州市	0	0	0	0	0	0
湖州市	合肥市	0	0	0	0	0	0
湖州市	芜湖市	0	0	0	0	0	0
湖州市	马鞍山市	0	0	0	0	0	0
湖州市	铜陵市	0	0	0	0	0	0
湖州市	安庆市	0	0	0	0	0	0
湖州市	滁州市	0	0	0	0	0	0
湖州市	池州市	0	0	0	0	0	0
湖州市	宣城市	0	0	0	0	0	0
绍兴市	上海市	0	0	0	0	0	0
绍兴市	南京市	0	0	0	0	0	0
绍兴市	无锡市	0	0	0	0	0	0
绍兴市	常州市	0	0	0	0	0	0
绍兴市	苏州市	0	0	0	0	0	0
绍兴市	南通市	0	0	0	0	0	0
绍兴市	盐城市	0	0	0	0	0	0
绍兴市	扬州市	0	0	0	0	0	0
绍兴市	镇江市	0	0	0	0	0	0
绍兴市	泰州市	0	0	0	0	0	0
绍兴市	杭州市	0	0	0	0	0	0
绍兴市	宁波市	0	0	0	0	0	0
绍兴市	嘉兴市	0	0	0	0	0	0
绍兴市	湖州市	0	0	0	0	0	0
绍兴市	金华市	0	0	0	0	0	0
绍兴市	舟山市	0	0	0	0	0	0
绍兴市	台州市	0	0	0	0	0	0
绍兴市	合肥市	0	0	0	0	0	0
绍兴市	芜湖市	0	0	0	0	0	0
绍兴市	马鞍山市	0	0	0	0	0	0
绍兴市	铜陵市	0	0	0	0	0	0
绍兴市	安庆市	0	0	0	0	0	0
绍兴市	滁州市	0	0	0	0	0	0
绍兴市	池州市	0	0	0	0	0	0
绍兴市	宣城市	0	0	0	0	0	0
金华市	上海市	0	0	0	0	0	0
金华市	南京市	0	0	0	0	0	0
金华市	无锡市	0	0	0	0	0	0
金华市	常州市	0	0	0	0	0	0
金华市	苏州市	0	0	0	0	0	0
金华市	南通市	0	0	0	0	0	0
金华市	盐城市	0	0	0	0	0	0
金华市	扬州市	0	0	0	0	0	0
金华市	镇江市	0	0	0	0	0	0
金华市	泰州市	0	0	0	0	0	0
金华市	杭州市	0	0	0	0	0	0
金华市	宁波市	0	0	0	0	0	0
金华市	嘉兴市	0	0	0	0	0	0
金华市	湖州市	0	0	0	0	0	0
金华市	绍兴市	0	0	0	0	0	0
金华市	舟山市	0	0	0	0	0	0
金华市	台州市	0	0	0	0	0	0
金华市	合肥市	0	0	0	0	0	0
金华市	芜湖市	0	0	0	0	0	0
金华市	马鞍山市	0	0	0	0	0	0
金华市	铜陵市	0	0	0	0	0	0
金华市	安庆市	0	0	0	0	0	0
金华市	滁州市	0	0	0	0	0	0
金华市	池州市	0	0	0	0	0	0
金华市	宣城市	0	0	0	0	0	0
舟山市	上海市	0	0	0	0	0	0
舟山市	南京市	0	0	0	0	0	0
舟山市	无锡市	0	0	0	0	0	0
舟山市	常州市	0	0	0	0	0	0
舟山市	苏州市	0	0	0	0	0	0
舟山市	南通市	0	0	0	0	0	0
舟山市	盐城市	0	0	0	0	0	0
舟山市	扬州市	0	0	0	0	0	0
舟山市	镇江市	0	0	0	0	0	0
舟山市	泰州市	0	0	0	0	0	0
舟山市	杭州市	0	0	0	0	0	0
舟山市	宁波市	0	0	0	0	0	0
舟山市	嘉兴市	0	0	0	0	0	0
舟山市	湖州市	0	0	0	0	0	0
舟山市	绍兴市	0	0	0	0	0	0
舟山市	金华市	0	0	0	0	0	0
舟山市	台州市	0	0	0	0	0	0
舟山市	合肥市	0	0	0	0	0	0
舟山市	芜湖市	0	0	0	0	0	0
舟山市	马鞍山市	0	0	0	0	0	0
舟山市	铜陵市	0	0	0	0	0	0
舟山市	安庆市	0	0	0	0	0	0
舟山市	滁州市	0	0	0	0	0	0
舟山市	池州市	0	0	0	0	0	0
舟山市	宣城市	0	0	0	0	0	0
台州市	上海市	0	0	0	0	0	0
台州市	南京市	0	0	0	0	0	0
台州市	无锡市	0	0	0	0	0	0
台州市	常州市	0	0	0	0	0	0
台州市	苏州市	0	0	0	0	0	0
台州市	南通市	0	0	0	0	0	0
台州市	盐城市	0	0	0	0	0	0
台州市	扬州市	0	0	0	0	0	0
台州市	镇江市	0	0	0	0	0	0
台州市	泰州市	0	0	0	0	0	0
台州市	杭州市	0	0	0	0	0	0
台州市	宁波市	0	0	0	0	0	0
台州市	嘉兴市	0	0	0	0	0	0
台州市	湖州市	0	0	0	0	0	0
台州市	绍兴市	0	0	0	0	0	0
台州市	金华市	0	0	0	0	0	0
台州市	舟山市	0	0	0	0	0	0
台州市	合肥市	0	0	0	0	0	0
台州市	芜湖市	0	0	0	0	0	0
台州市	马鞍山市	0	0	0	0	0	0
台州市	铜陵市	0	0	0	0	0	0
台州市	安庆市	0	0	0	0	0	0
台州市	滁州市	0	0	0	0	0	0
台州市	池州市	0	0	0	0	0	0
台州市	宣城市	0	0	0	0	0	0
合肥市	上海市	0	0	0	0	0	0
合肥市	南京市	0	0	0	0	0	0
合肥市	无锡市	0	0	0	0	0	0
合肥市	常州市	0	0	0	0	0	0
合肥市	苏州市	0	0	0	0	0	0
合肥市	南通市	0	0	0	0	0	0
合肥市	盐城市	0	0	0	0	0	0
合肥市	扬州市	0	0	0	0	0	0
合肥市	镇江市	0	0	0	0	0	0
合肥市	泰州市	0	0	0	0	0	0
合肥市	杭州市	0	0	0	0	0	0
合肥市	宁波市	0	0	0	0	0	0
合肥市	嘉兴市	0	0	0	0	0	0
合肥市	湖州市	0	0	0	0	0	0
合肥市	绍兴市	0	0	0	0	0	0
合肥市	金华市	0	0	0	0	0	0
合肥市	舟山市	0	0	0	0	0	0
合肥市	台州市	0	0	0	0	0	0
合肥市	芜湖市	0	0	0	0	0	0
合肥市	马鞍山市	0	0	0	0	0	0
合肥市	铜陵市	0	0	0	0	0	0
合肥市	安庆市	0	0	0	0	0	0
合肥市	滁州市	0	0	0	0	0	0
合肥市	池州市	0	0	0	0	0	0
合肥市	宣城市	0	0	0	0	0	0
芜湖市	上海市	0	0	0	0	0	0
芜湖市	南京市	0	0	0	0	0	0
芜湖市	无锡市	0	0	0	0	0	0
芜湖市	常州市	0	0	0	0	0	0
芜湖市	苏州市	0	0	0	0	0	0
芜湖市	南通市	0	0	0	0	0	0
芜湖市	盐城市	0	0	0	0	0	0
芜湖市	扬州市	0	0	0	0	0	0
芜湖市	镇江市	0	0	0	0	0	0
芜湖市	泰州市	0	0	0	0	0	0
芜湖市	杭州市	0	0	0	0	0	0
芜湖市	宁波市	0	0	0	0	0	0
芜湖市	嘉兴市	0	0	0	0	0	0
芜湖市	湖州市	0	0	0	0	0	0
芜湖市	绍兴市	0	0	0	0	0	0
芜湖市	金华市	0	0	0	0	0	0
芜湖市	舟山市	0	0	0	0	0	0
芜湖市	台州市	0	0	0	0	0	0
芜湖市	合肥市	0	0	0	0	0	0
芜湖市	马鞍山市	0	0	0	0	0	0
芜湖市	铜陵市	0	0	0	0	0	0
芜湖市	安庆市	0	0	0	0	0	0
芜湖市	滁州市	0	0	0	0	0	0
芜湖市	池州市	0	0	0	0	0	0
芜湖市	宣城市	0	0	0	0	0	0
马鞍山市	上海市	0	0	0	0	0	0
马鞍山市	南京市	0	0	0	0	0	0
马鞍山市	无锡市	0	0	0	0	0	0
马鞍山市	常州市	0	0	0	0	0	0
马鞍山市	苏州市	0	0	0	0	0	0
马鞍山市	南通市	0	0	0	0	0	0
马鞍山市	盐城市	0	0	0	0	0	0
马鞍山市	扬州市	0	0	0	0	0	0
马鞍山市	镇江市	0	0	0	0	0	0
马鞍山市	泰州市	0	0	0	0	0	0
马鞍山市	杭州市	0	0	0	0	0	0
马鞍山市	宁波市	0	0	0	0	0	0
马鞍山市	嘉兴市	0	0	0	0	0	0
马鞍山市	湖州市	0	0	0	0	0	0
马鞍山市	绍兴市	0	0	0	0	0	0
马鞍山市	金华市	0	0	0	0	0	0
马鞍山市	舟山市	0	0	0	0	0	0
马鞍山市	台州市	0	0	0	0	0	0
马鞍山市	合肥市	0	0	0	0	0	0
马鞍山市	芜湖市	0	0	0	0	0	0
马鞍山市	铜陵市	0	0	0	0	0	0
马鞍山市	安庆市	0	0	0	0	0	0
马鞍山市	滁州市	0	0	0	0	0	0
马鞍山市	池州市	0	0	0	0	0	0
马鞍山市	宣城市	0	0	0	0	0	0
铜陵市	上海市	0	0	0	0	0	0
铜陵市	南京市	0	0	0	0	0	0
铜陵市	无锡市	0	0	0	0	0	0
铜陵市	常州市	0	0	0	0	0	0
铜陵市	苏州市	0	0	0	0	0	0
铜陵市	南通市	0	0	0	0	0	0
铜陵市	盐城市	0	0	0	0	0	0
铜陵市	扬州市	0	0	0	0	0	0
铜陵市	镇江市	0	0	0	0	0	0
铜陵市	泰州市	0	0	0	0	0	0
铜陵市	杭州市	0	0	0	0	0	0
铜陵市	宁波市	0	0	0	0	0	0
铜陵市	嘉兴市	0	0	0	0	0	0
铜陵市	湖州市	0	0	0	0	0	0
铜陵市	绍兴市	0	0	0	0	0	0
铜陵市	金华市	0	0	0	0	0	0
铜陵市	舟山市	0	0	0	0	0	0
铜陵市	台州市	0	0	0	0	0	0
铜陵市	合肥市	0	0	0	0	0	0
铜陵市	芜湖市	0	0	0	0	0	0
铜陵市	马鞍山市	0	0	0	0	0	0
铜陵市	安庆市	0	0	0	0	0	0
铜陵市	滁州市	0	0	0	0	0	0
铜陵市	池州市	0	0	0	0	0	0
铜陵市	宣城市	0	0	0	0	0	0
安庆市	上海市	0	0	0	0	0	0
安庆市	南京市	0	0	0	0	0	0
安庆市	无锡市	0	0	0	0	0	0
安庆市	常州市	0	0	0	0	0	0
安庆市	苏州市	0	0	0	0	0	0
安庆市	南通市	0	0	0	0	0	0
安庆市	盐城市	0	0	0	0	0	0
安庆市	扬州市	0	0	0	0	0	0
安庆市	镇江市	0	0	0	0	0	0
安庆市	泰州市	0	0	0	0	0	0
安庆市	杭州市	0	0	0	0	0	0
安庆市	宁波市	0	0	0	0	0	0
安庆市	嘉兴市	0	0	0	0	0	0
安庆市	湖州市	0	0	0	0	0	0
安庆市	绍兴市	0	0	0	0	0	0
安庆市	金华市	0	0	0	0	0	0
安庆市	舟山市	0	0	0	0	0	0
安庆市	台州市	0	0	0	0	0	0
安庆市	合肥市	0	0	0	0	0	0
安庆市	芜湖市	0	0	0	0	0	0
安庆市	马鞍山市	0	0	0	0	0	0
安庆市	铜陵市	0	0	0	0	0	0
安庆市	滁州市	0	0	0	0	0	0
安庆市	池州市	0	0	0	0	0	0
安庆市	宣城市	0	0	0	0	0	0
滁州市	上海市	0	0	0	0	0	0
滁州市	南京市	0	0	0	0	0	0
滁州市	无锡市	0	0	0	0	0	0
滁州市	常州市	0	0	0	0	0	0
滁州市	苏州市	0	0	0	0	0	0
滁州市	南通市	0	0	0	0	0	0
滁州市	盐城市	0	0	0	0	0	0
滁州市	扬州市	0	0	0	0	0	0
滁州市	镇江市	0	0	0	0	0	0
滁州市	泰州市	0	0	0	0	0	0
滁州市	杭州市	0	0	0	0	0	0
滁州市	宁波市	0	0	0	0	0	0
滁州市	嘉兴市	0	0	0	0	0	0
滁州市	湖州市	0	0	0	0	0	0
滁州市	绍兴市	0	0	0	0	0	0
滁州市	金华市	0	0	0	0	0	0
滁州市	舟山市	0	0	0	0	0	0
滁州市	台州市	0	0	0	0	0	0
滁州市	合肥市	0	0	0	0	0	0
滁州市	芜湖市	0	0	0	0	0	0
滁州市	马鞍山市	0	0	0	0	0	0
滁州市	铜陵市	0	0	0	0	0	0
滁州市	安庆市	0	0	0	0	0	0
滁州市	池州市	0	0	0	0	0	0
滁州市	宣城市	0	0	0	0	0	0
池州市	上海市	0	0	0	0	0	0
池州市	南京市	0	0	0	0	0	0
池州市	无锡市	0	0	0	0	0	0
池州市	常州市	0	0	0	0	0	0
池州市	苏州市	0	0	0	0	0	0
池州市	南通市	0	0	0	0	0	0
池州市	盐城市	0	0	0	0	0	0
池州市	扬州市	0	0	0	0	0	0
池州市	镇江市	0	0	0	0	0	0
池州市	泰州市	0	0	0	0	0	0
池州市	杭州市	0	0	0	0	0	0
池州市	宁波市	0	0	0	0	0	0
池州市	嘉兴市	0	0	0	0	0	0
池州市	湖州市	0	0	0	0	0	0
